GMDandPRIMe_names,MetNames,Match,HMDB,PubChem,ChEBI,KEGG,METLIN,SMILES,CAS,InChI,Formula,MW,RETENTIONTIME,RETENTIONINDEX
M001064_A227006-101-xxx_NA_2276.07_TRUE_VAR5_ALK_Muramic acid. N-acetyl- (1MEOX) (4TMS) MP,Muramic acid. N-acetyl-,NA,,,,,,,,InChI=1S/C11H19NO8/c1-4(10(16)17)19-9-7(12-5(2)14)11(18)20-6(3-13)8(9)15/h4.6-9.11.13.15.18H.3H2.1-2H3.(H.12.14)(H.16.17)/t4?.6-.7-.8-.9-.11+/m1/s1,C24H54N2O8Si4,611.037,,2276.07
M001065_A227007-101-xxx_NA_2276.42_TRUE_VAR5_ALK_Flavone,Flavone,Flavone,HMDB0003075,10680,42491,C10043,3359,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,525-82-6,InChI=1S/C15H10O2/c16-13-10-15(11-6-2-1-3-7-11)17-14-9-5-4-8-12(13)14/h1-10H,C15H10O2,222.239,,2276.42
M000000_A227008-101-xxx_NA_2271.06_TRUE_VAR5_ALK_NA227008,NA227008,,,,,,,,,,,,,2271.06
M000000_A227009-101-xxx_NA_2273.25_TRUE_VAR5_ALK_D227284,D227284,,,,,,,,,,,,,2273.25
M000000_A227010-101-xxx_NA_2270.38_PRED_VAR5_ALK_Unknown#sst-cgl-110,Unknown#sst-cgl-110,,,,,,,,,,,,,2270.38
M000000_A228001-101-xxx_NA_2265.18_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2265.18
M000000_A228006-101-xxx_NA_0_FALSE_VAR5_ALK_NA,NA,,,,,,,,,,,,,0
M000358_A228007-101-xxx_NA_2220.17_TRUE_VAR5_ALK_Abscisic acid (1MEOX) (1TMS) BP,Abscisic acid,(S)-Abscisic acid,HMDB0035140,5702609,18743,C06082,,CC1=CC(=O)CC([C@]1(/C=C/C(=C/C(=O)O)/C)O)(C)C,21293-29-8,InChI=1S/C15H20O4/c1-10(7-13(17)18)5-6-15(19)11(2)8-12(16)9-14(15.3)4/h5-8.19H.9H2.1-4H3.(H.17.18)/b6-5+.10-7-/t15-/m0/s1,C19H31NO4Si,365.54,,2220.17
M000358_A228008-101-xxx_NA_2242.42_TRUE_VAR5_ALK_Abscisic acid (1MEOX) (1TMS) MP,Abscisic acid,(S)-Abscisic acid,HMDB0035140,5702609,18743,C06082,,CC1=CC(=O)CC([C@]1(/C=C/C(=C/C(=O)O)/C)O)(C)C,21293-29-8,InChI=1S/C15H20O4/c1-10(7-13(17)18)5-6-15(19)11(2)8-12(16)9-14(15.3)4/h5-8.19H.9H2.1-4H3.(H.17.18)/b6-5+.10-7-/t15-/m0/s1,C19H31NO4Si,365.54,,2242.42
M000000_A228009-101-xxx_NA_0_FALSE_VAR5_ALK_NA,NA,,,,,,,,,,C19H31NO4Si,365.54,,0
M000530_A228011-101-xxx_NA_2282.49_PRED_VAR5_ALK_Tetradecane-1.14-dioic acid (2TMS),Tetradecane-1.14-dioic acid,,,,,,,,821-38-5,InChI=1S/C14H26O4/c15-13(16)11-9-7-5-3-1-2-4-6-8-10-12-14(17)18/h1-12H2.(H.15.16)(H.17.18),C20H42O4Si2,402.717,,2282.49
M001064_A228013-101-xxx_NA_2282.35_TRUE_VAR5_ALK_Muramic acid. N-acetyl- (1MEOX) (4TMS) BP,Muramic acid. N-acetyl-,NA,,,,,,,,InChI=1S/C11H19NO8/c1-4(10(16)17)19-9-7(12-5(2)14)11(18)20-6(3-13)8(9)15/h4.6-9.11.13.15.18H.3H2.1-2H3.(H.12.14)(H.16.17)/t4?.6-.7-.8-.9-.11+/m1/s1,C24H54N2O8Si4,611.037,,2282.35
M000000_A228014-101-xxx_NA_2285.27_TRUE_VAR5_ALK_D228685,D228685,,,,,,,,,,,,,2285.27
M000000_A228015-101-xxx_NA_2276.99_PRED_VAR5_ALK_Unknown#sst-cgl-111,Unknown#sst-cgl-111,,,,,,,,,,,,,2276.99
M000000_A228016-101-xxx_NA_2278.29_PRED_VAR5_ALK_Unknown#sst-cgl-112,Unknown#sst-cgl-112,,,,,,,,,,,,,2278.29
M000000_A229001-101-xxx_NA_2283.21_PRED_VAR5_ALK_NA229001,NA229001,,,,,,,,,,,,,2283.21
M000000_A229003-101-xxx_NA_2288.23_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2288.23
M001066_A229004-101-xxx_NA_2294.18_TRUE_VAR5_ALK_Hyoscyamine (1TMS),Hyoscyamine,Phenyllactic acid,HMDB0000779,3848,25998,C01479,5745,C1=CC=C(C=C1)CC(C(=O)O)O,,InChI=1S/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6.13-16.19H.7-11H2.1H3/t13?.14?.15?.16-/m1/s1,C20H31NO3Si,361.551,,2294.18
M000000_A229006-101-xxx_NA_2290.3_PRED_VAR5_ALK_Unknown#sst-cgl-114,Unknown#sst-cgl-114,,,,,,,,,,,,,2290.3
M000000_A230001-101-xxx_NA_2277.83_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2277.83
M000000_A230002-101-xxx_NA_2290.05_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2290.05
M000509_A230003-101-xxx_NA_2282.83_TRUE_VAR5_ALK_Fructose-1-phosphate (1MEOX) (6TMS) MP,Fructose-1-phosphate,Sorbose 1-phosphate,HMDB0006797,439837,38342,C02888,378,C([C@@H]([C@H]([C@@H](C(=O)COP(=O)(O)O)O)O)O)O,103213-46-3,InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12.13)14/h3.5-8.10-11H.1-2H2.(H2.12.13.14),C25H64NO9PSi6,722.264,,2282.83
M000556_A230004-101-xxx_NA_2301.6_PRED_VAR5_ALK_Tricosane. n-,Tricosane. n-,NA,,,,,,,638-67-5,InChI=1S/C23H48/c1-3-5-7-9-11-13-15-17-19-21-23-22-20-18-16-14-12-10-8-6-4-2/h3-23H2.1-2H3,C23H48,324.628,,2301.6
M000000_A230012-101-xxx_NA_2301.22_TRUE_VAR5_ALK_D230150,D230150,,,,,,,,,,,,,2301.22
M000000_A230013-101-xxx_NA_2303.52_PRED_VAR5_ALK_Glucose-1-phosphoric-acid_6TMS,Glucose-1-phosphoric-acid,,,,,,,,,,,,,2303.52
M000711_A231001-101-xxx_NA_2294.95_TRUE_VAR5_ALK_Mannose-6-phosphate (1MEOX) (6TMS) MP,Mannose-6-phosphate,Mannose 6-phosphate,HMDB0001078,439198,49728,C00275,5987,C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O)O)O)O)OP(=O)(O)O,,InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12.13)14/h1.3-6.8-11H.2H2.(H2.12.13.14)/t3-.4-.5-.6-/m1/s1,C25H64NO9PSi6,722.264,,2294.95
M000000_A231002-101-xxx_NA_2298.8_PRED_VAR5_ALK_similar to Glycerolaldopyranosid (6TMS),similar to Glycerolaldopyranosid,,,,,,,,,,,,,2298.8
M000557_A231003-101-xxx_NA_2213.18_PRED_VAR5_ALK_Octadecadienoic acid. n- (1TMS),Octadecadienoic acid. n-,,,,,,,,,InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h14-17H.2-13H2.1H3.(H.19.20)/b15-14+.17-16+,C21H40O2Si,352.627,,2213.18
M000000_A231004-101-xxx_NA_2302.37_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2302.37
M000767_A231007-101-xxx_NA_2312.19_PRED_VAR5_ALK_Eicosenoic acid methyl ester. 11-(Z)-,Eicosenoic acid methyl ester. 11-(Z)-,,,,,,,,,InChI=1S/C21H40O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21(22)23-2/h10-11H.3-9.12-20H2.1-2H3/b11-10-,C21H40O2,324.542,,2312.19
M000259_A231008-101-xxx_NA_2316.92_TRUE_VAR5_ALK_Homoserine lactone. N-dodecanoyl- (1TMS),Homoserine lactone. N-dodecanoyl-,,,,,,,,18627-38-8,InChI=1S/C16H28NO3/c1-2-3-4-5-6-7-8-9-10-11-15(18)17-14-12-13-20-16(14)19/h14H.2-13H2.1H3,C19H37NO3Si,355.588,,2316.92
M000000_A231009-101-xxx_NA_2310.72_TRUE_VAR5_ALK_NA,NA,,,,,,,,,,,,,2310.72
M000712_A232001-101-xxx_NA_2316.45_TRUE_VAR5_ALK_Galactose-6-phosphate (1MEOX) (6TMS) MP,Galactose-6-phosphate,6-Phosphonoglucono-D-lactone,HMDB0001127,439452,16938,C01236,6022,C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)OP(=O)(O)O,,InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12.13)14/h1.3-6.8-11H.2H2.(H2.12.13.14),C25H64NO9PSi6,722.264,,2316.45
M000510_A232002-101-xxx_NA_2292.48_TRUE_VAR5_ALK_Fructose-6-phosphate (1MEOX) (6TMS) MP,Fructose-6-phosphate,Fructose 6-phosphate,HMDB0000124,69507,15946,C00085,5159,C([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)OP(=O)(O)O,643-13-0,InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12.13)14/h4-7.9-11H.1-2H2.(H2.12.13.14)/t4-.5-.6-/m1/s1,C25H64NO9PSi6,722.264,,2292.48
M000746_A232005-101-xxx_NA_2360.9_PRED_VAR5_ALK_Eicosan-1-ol. n- (1TMS),Eicosan-1-ol. n-,,,,,,,,629-96-9,InChI=1S/C20H42O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21/h21H.2-20H2.1H3,C23H50OSi,370.729,,2360.9
M000510_A232010-101-xxx_NA_2294.36_PRED_VAR5_ALK_Fructose-6-phosphate (1MEOX) (6TMS) BP (Derivate not found),Fructose-6-phosphate,Fructose 6-phosphate,HMDB0000124,69507,15946,C00085,5159,C([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)OP(=O)(O)O,643-13-0,InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12.13)14/h4-7.9-11H.1-2H2.(H2.12.13.14)/t4-.5-.6-/m1/s1,C25H64NO9PSi6,722.264,,2294.36
M000077_A232011-101-xxx_NA_2288.27_TRUE_VAR5_ALK_Gluconic acid-6-phosphate [-H2O] (5TMS),Gluconic acid-6-phosphate,6-Phosphogluconic acid,HMDB0001316,91493,48928,C00345,367,C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)OP(=O)(O)O,,InChI=1S/C6H13O10P/c7-2(1-16-17(13.14)15)3(8)4(9)5(10)6(11)12/h2-5.7-10H.1H2.(H.11.12)(H2.13.14.15)/t2-.3-.4+.5-/m1/s1,C21H51O8PSi5,603.027,,2288.27
M001067_A232012-101-xxx_NA_2324.57_TRUE_VAR5_ALK_Flavone. 3-hydroxy- (1TMS),Flavone. 3-hydroxy-,3-Hydroxyflavone,HMDB0031816,11349,5078,C01495,,C1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)O,,InChI=1S/C15H10O3/c16-13-11-8-4-5-9-12(11)18-15(14(13)17)10-6-2-1-3-7-10/h1-9.17H,C18H18O3Si,310.42,,2324.57
M001169_A232013-101-xxx_NA_2131.53_TRUE_VAR5_ALK_Flavone. 2.3-dihydro- (1MEOX) BP,Flavone. 2.3-dihydro-,NA,,,,,,,,InChI=1S/C15H12O2/c16-13-10-15(11-6-2-1-3-7-11)17-14-9-5-4-8-12(13)14/h1-9.15H.10H2,C16H15NO2,253.296,,2131.53
M001174_A232014-101-xxx_NA_2376.58_TRUE_VAR5_ALK_Galacturonic acid-1-phosphate (6TMS),Galacturonic acid-1-phosphate,,,,,,,,,InChI=1S/C6H11O11P/c7-1(3(9)5(11)12)2(8)4(10)6(13)17-18(14.15)16/h1-4.7-10H.(H.11.12)(H2.14.15.16)/t1-.2+.3+.4-/m1/s1,C24H59O10PSi6,707.206,,2376.58
M001229_A232015-101-xxx_NA_2323.8_TRUE_VAR5_ALK_Glycylglycylglycine (4TMS),Glycylglycylglycine,,,11161,63961,,,,,InChI=1S/C6H11N3O4/c7-1-4(10)8-2-5(11)9-3-6(12)13/h1-3.7H2.(H.8.10)(H.9.11)(H.12.13),,,,2323.8
M000711_A233001-101-xxx_NA_2313.44_TRUE_VAR5_ALK_Mannose-6-phosphate (1MEOX) (6TMS) BP,Mannose-6-phosphate,Mannose 6-phosphate,HMDB0001078,439198,49728,C00275,5987,C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O)O)O)O)OP(=O)(O)O,,InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12.13)14/h1.3-6.8-11H.2H2.(H2.12.13.14)/t3-.4-.5-.6-/m1/s1,C25H64NO9PSi6,722.264,,2313.44
M000513_A233002-101-xxx_NA_2307.34_TRUE_VAR5_ALK_Glucose-6-phosphate (1MEOX) (6TMS) MP,Glucose-6-phosphate,6-Phosphonoglucono-D-lactone,HMDB0001127,439452,16938,C01236,6022,C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)OP(=O)(O)O,56-73-5,InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12.13)14/h1.3-6.8-11H.2H2.(H2.12.13.14)/t3-.4+.5+.6+/m1/s1,C25H64NO9PSi6,722.264,,2307.34
M000870_A233004-101-xxx_NA_2332.66_PRED_VAR5_ALK_Siloxane,Siloxane,,,,,,,,,InChI=1S/H6OSi2/c2-1-3/h2-3H3,,,,2332.66
M000000_A233005-101-xxx_NA_2326.5_PRED_VAR5_ALK_Unknown#sst-cgl-116,Unknown#sst-cgl-116,,,,,,,,,,,,,2326.5
M000000_A234001-101-xxx_NA_2324.95_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2324.95
M000000_A234002-101-xxx_NA_2336.43_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2336.43
M000000_A234005-101-xxx_NA_2339.57_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2339.57
M000000_A234006-101-xxx_NA_2337.07_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2337.07
M000712_A235001-101-xxx_NA_2416.46_TRUE_VAR5_ALK_Galactose-6-phosphate (1MEOX) (6TMS) BP,Galactose-6-phosphate,6-Phosphonoglucono-D-lactone,HMDB0001127,439452,16938,C01236,6022,C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)OP(=O)(O)O,,InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12.13)14/h1.3-6.8-11H.2H2.(H2.12.13.14),C25H64NO9PSi6,722.264,,2416.46
M000513_A235002-101-xxx_NA_2328.97_TRUE_VAR5_ALK_Glucose-6-phosphate (1MEOX) (6TMS) BP,Glucose-6-phosphate,6-Phosphonoglucono-D-lactone,HMDB0001127,439452,16938,C01236,6022,C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)OP(=O)(O)O,56-73-5,InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12.13)14/h1.3-6.8-11H.2H2.(H2.12.13.14)/t3-.4+.5+.6+/m1/s1,C25H64NO9PSi6,722.264,,2328.97
M000492_A235003-101-xxx_NA_2351.67_TRUE_VAR5_ALK_Nonadecanoic acid (1TMS),Nonadecanoic acid,Nonadecanoic acid,HMDB0000772,12591,39246,C16535,5738,CCCCCCCCCCCCCCCCCCC(=O)O,646-30-0,InChI=1S/C19H38O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21/h2-18H2.1H3.(H.20.21),C22H46O2Si,370.686,,2351.67
M000714_A235004-101-xxx_NA_2342.06_TRUE_VAR5_ALK_Eicosanoic acid methyl ester (FAME MIX),Eicosanoic acid methyl ester,,,,,,,,1120-28-1,InChI=1S/C21H42O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21(22)23-2/h3-20H2.1-2H3,C21H42O2,326.558,,2342.06
M000000_A235007-101-xxx_NA_2322.67_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2322.67
M000000_A235008-101-xxx_NA_2353.44_TRUE_VAR5_ALK_D235202,D235202,,,,,,,,,,,,,2353.44
M000000_A235009-101-xxx_NA_2353.49_PRED_VAR5_ALK_Unknown#sst-cgl-A08,Unknown#sst-cgl-A08,,,,,,,,,,,,,2353.49
M000000_A236001-101-xxx_NA_2353.1_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2353.1
M000000_A236003-101-xxx_NA_2347.29_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2347.29
M000000_A236005-101-xxx_NA_2360.28_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2360.28
M000203_A236007-101-xxx_NA_2357.42_PRED_VAR5_ALK_Decylplastodihydroquinone (2TMS),Decylplastodihydroquinone,Plastoquinone 8,HMDB0030129,,,C02061,,CC(C)=CCC\C(C)=C\CC\C(C)=C/CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC1=CC(=O)C(C)=C(C)C1=O,112055-76-2,InChI=1S/C18H28O2/c1-4-5-6-7-8-9-10-11-12-16-13-17(19)14(2)15(3)18(16)20/h13H.4-12H2.1-3H3,C24H46O2Si2,APNQQQRDLMWNLM-UHFFFAOYSA-N,,2357.42
M000203_A236008-101-xxx_NA_2363.23_PRED_VAR5_ALK_Decylplastoquinone (2TMS),Decylplastoquinone,Plastoquinone 8,HMDB0030129,,,C02061,,CC(C)=CCC\C(C)=C\CC\C(C)=C/CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC1=CC(=O)C(C)=C(C)C1=O,112055-76-2,InChI=1S/C18H28O2/c1-4-5-6-7-8-9-10-11-12-16-13-17(19)14(2)15(3)18(16)20/h13H.4-12H2.1-3H3,C24H44O2Si2,APNQQQRDLMWNLM-UHFFFAOYSA-N,,2363.23
M000771_A236009-101-xxx_NA_2346.1_TRUE_VAR5_ALK_Glucose-6-phosphate. 2-amino-2-deoxy- (1MEOX) (6TMS) MP,Glucose-6-phosphate. 2-amino-2-deoxy-,,,,,,,,,InChI=1S/C6H14NO8P/c7-3(1-8)5(10)6(11)4(9)2-15-16(12.13)14/h1.3-6.9-11H.2.7H2.(H2.12.13.14)/t3-.4?.5+.6+/m0/s1,C25H65N2O8PSi6,721.28,,2346.1
M000771_A236010-101-xxx_NA_2358.48_TRUE_VAR5_ALK_Glucose-6-phosphate. 2-amino-2-deoxy- (1MEOX) (6TMS) BP,Glucose-6-phosphate. 2-amino-2-deoxy-,,,,,,,,,InChI=1S/C6H14NO8P/c7-3(1-8)5(10)6(11)4(9)2-15-16(12.13)14/h1.3-6.9-11H.2.7H2.(H2.12.13.14)/t3-.4?.5+.6+/m0/s1,C25H65N2O8PSi6,721.28,,2358.48
M001062_A236011-101-xxx_NA_2363.42_TRUE_VAR5_ALK_Glycyl-phenylalanine (3TMS),Glycyl-phenylalanine,,,,,,,,3321/3/7,InChI=1S/C11H14N2O3/c12-7-10(14)13-9(11(15)16)6-8-4-2-1-3-5-8/h1-5.9H.6-7.12H2.(H.13.14)(H.15.16)/t9-/m0/s1,C20H38N2O3Si3,438.784,,2363.42
M001068_A236012-101-xxx_NA_2364.04_TRUE_VAR5_ALK_Stilbene. 3.5-dihydroxy-.  trans- (2TMS),Stilbene. 3.5-dihydroxy-.  trans-,NA,,,,,,,,InChI=1S/C14H12O2/c15-13-8-12(9-14(16)10-13)7-6-11-4-2-1-3-5-11/h1-10.15-16H/b7-6+,C20H28O2Si2,356.607,,2364.04
M001069_A236013-101-xxx_NA_2360.32_TRUE_VAR5_ALK_Pyridoxal-5-monophosphate (1MEOX) (3TMS) MP,Pyridoxal-5-monophosphate,Pyridoxal 5'-phosphate,HMDB0001491,1051,18405,C00018,6275,CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O,,InChI=1S/C8H10NO6P/c1-5-8(11)7(3-10)6(2-9-5)4-15-16(12.13)14/h2-3.11H.4H2.1H3.(H2.12.13.14),C18H37N2O6PSi3,492.727,,2360.32
M000000_A236015-101-xxx_NA_2360.48_PRED_VAR5_ALK_Unknown#sst-cgl-117,Unknown#sst-cgl-117,,,,,,,,,,,,,2360.48
M000000_A237001-101-xxx_NA_2361.83_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2361.83
M000000_A237002-101-xxx_NA_2362.58_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2362.58
M000000_A237003-101-xxx_NA_2366.27_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2366.27
M000000_A237006-101-xxx_NA_2369.68_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2369.68
M000000_A237007-101-xxx_NA_2372.18_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2372.18
M000771_A237009-101-xxx_NA_2368.45_PRED_VAR5_ALK_Glucose-6-phosphate. 2-amino-2-deoxy-. D- (5TMS),Glucose-6-phosphate. 2-amino-2-deoxy-. D-,,,,,,,,,InChI=1S/C6H14NO8P/c7-3(1-8)5(10)6(11)4(9)2-15-16(12.13)14/h1.3-6.9-11H.2.7H2.(H2.12.13.14)/t3-.4?.5+.6+/m0/s1,C24H62NO8PSi6,692.238,,2368.45
M000317_A237010-101-xxx_NA_2371.97_TRUE_VAR5_ALK_Alanine. N-(3-indolylacetyl)- (3TMS),Alanine. N-(3-indolylacetyl)-,NA,,,,,,,57105-39-2,InChI=1S/C13H14N2O3/c1-8(13(17)18)15-12(16)6-9-7-14-11-5-3-2-4-10(9)11/h2-5.7-8.14H.6H2.1H3.(H.15.16)(H.17.18)/t8-/m0/s1,C22H38N2O3Si3,462.806,,2371.97
M001070_A237011-101-xxx_NA_0_FALSE_VAR5_ALK_Indole-3-acetic acid. 5-hydroxy-. 1H- (2TMS),Indole-3-acetic acid. 5-hydroxy-. 1H-,5-Hydroxyindoleacetic acid,HMDB0000763,1826,27823,C05635,2975,C1=CC2=C(C=C1O)C(=CN2)CC(=O)O,54-16-0,InChI=1S/C10H9NO3/c12-7-1-2-9-8(4-7)6(5-11-9)3-10(13)14/h1-2.4-5.11-12H.3H2.(H.13.14),C16H25NO3Si2,335.546,,0
M000000_A237014-101-xxx_NA_2364.78_PRED_VAR5_ALK_Oleic-acid-amide,Oleic-acid-amide,,,,,,,,,,,,,2364.78
M001229_A237015-101-xxx_NA_2374.29_TRUE_VAR5_ALK_Glycylglycylglycine (3TMS),Glycylglycylglycine,,,11161,63961,,,,,InChI=1S/C6H11N3O4/c7-1-4(10)8-2-5(11)9-3-6(12)13/h1-3.7H2.(H.8.10)(H.9.11)(H.12.13),,,,2374.29
M000514_A238001-101-xxx_NA_2352.98_TRUE_VAR5_ALK_Sorbitol-6-phosphate (7TMS),Sorbitol-6-phosphate,Fructose 6-phosphate,HMDB0000124,69507,15946,C00085,5159,C([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)OP(=O)(O)O,108392-12-7,InChI=1S/C6H15O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12.13)14/h3-11H.1-2H2.(H2.12.13.14),C27H71O9PSi7,767.42,,2352.98
M000000_A238002-101-xxx_NA_2366.44_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2366.44
M000000_A238003-101-xxx_NA_2368.87_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2368.87
M000000_A238004-101-xxx_NA_2376.05_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2376.05
M000719_A238006-101-xxx_NA_2408.72_TRUE_VAR5_ALK_Melatonin (2TMS),Melatonin,Melatonin,HMDB0001389,896,16796,C01598,73,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,73-31-4,InChI=1S/C13H16N2O2/c1-9(16)14-6-5-10-8-15-13-4-3-11(17-2)7-12(10)13/h3-4.7-8.15H.5-6H2.1-2H3.(H.14.16),C19H32N2O2Si2,376.641,,2408.72
M000493_A238008-101-xxx_NA_2383.67_TRUE_VAR5_ALK_Eicosatetraenoic acid. 5.8.11.14-(Z.Z.Z.Z)- (1TMS),Eicosatetraenoic acid. 5.8.11.14-(Z.Z.Z.Z)-,Arachidonic acid,HMDB0001043,444899,15843,C00219,193,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,506-32-1,InChI=1S/C20H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7.9-10.12-13.15-16H.2-5.8.11.14.17-19H2.1H3.(H.21.22)/b7-6-.10-9-.13-12-.16-15-,C23H40O2Si,376.649,,2383.67
M000494_A238009-101-xxx_NA_2391.05_PRED_VAR5_ALK_Eicosapentaenoic acid. 5.8.11.14.17-(Z.Z.Z.Z.Z)-. n- (1TMS),Eicosapentaenoic acid. 5.8.11.14.17-(Z.Z.Z.Z.Z)-. n-,Eicosapentaenoic acid,HMDB0001999,446284,28364,C06428,6423,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,73167-03-0,InChI=1S/C20H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h3-4.6-7.9-10.12-13.15-16H.2.5.8.11.14.17-19H2.1H3.(H.21.22)/b4-3-.7-6-.10-9-.13-12-.16-15-,C23H38O2Si,374.633,,2391.05
M000000_A238010-101-xxx_NA_2375.96_PRED_VAR5_ALK_Unknown#sst-cgl-A09,Unknown#sst-cgl-A09,,,,,,,,,,,,,2375.96
M000513_A239001-101-xxx_NA_2371.27_TRUE_VAR5_ALK_Glucose-6-phosphate (6TMS),Glucose-6-phosphate,6-Phosphonoglucono-D-lactone,HMDB0001127,439452,16938,C01236,6022,C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)OP(=O)(O)O,56-73-5,InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12.13)14/h1.3-6.8-11H.2H2.(H2.12.13.14)/t3-.4+.5+.6+/m1/s1,C24H61O9PSi6,693.223,,2371.27
M000000_A239002-101-xxx_NA_2376.16_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2376.16
M000000_A239003-101-xxx_NA_2384.42_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2384.42
M000000_A239004-101-xxx_NA_2382.98_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2382.98
M000000_A239005-101-xxx_NA_2386.28_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2386.28
M000000_A239008-101-xxx_NA_2387.78_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2387.78
M000000_A239011-101-xxx_NA_2391.98_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2391.98
M000771_A239012-101-xxx_NA_1760.3_TRUE_VAR5_ALK_Glucose-6-phosphate. 2-amino-2-deoxy- (6TMS),Glucose-6-phosphate. 2-amino-2-deoxy-,,,,,,,,,InChI=1S/C6H14NO8P/c7-3(1-8)5(10)6(11)4(9)2-15-16(12.13)14/h1.3-6.9-11H.2.7H2.(H2.12.13.14)/t3-.4?.5+.6+/m0/s1,C24H62NO8PSi6,692.238,,1760.3
