"GMDandPRIMe_names","MetNames"
"M000022_A213002-101-xxx_NA_2120.08_TRUE_VAR5_ALK_Cystathionine (2TMS)","Cystathionine"
"M000000_A213003-101-xxx_NA_2117.26_PRED_VAR5_ALK_NA","NA"
"M000549_A213005-101-xxx_NA_2131.7_TRUE_VAR5_ALK_Octadecanoic acid methyl ester (FAME MIX)","Octadecanoic acid methyl ester"
"M000360_A213006-101-xxx_NA_2128.38_PRED_VAR5_ALK_Calystegine B2 (5TMS)","Calystegine B2"
"M000000_A213007-101-xxx_NA_2122.41_PRED_VAR5_ALK_NA","NA"
"M000763_A213014-101-xxx_NA_2132.61_PRED_VAR5_ALK_Octadecen-1-ol. 9-(Z)- (1TMS)","Octadecen-1-ol. 9-(Z)-"
"M000332_A213015-101-xxx_NA_2128.38_PRED_VAR5_ALK_Calystegine B4 (5TMS)","Calystegine B4"
"M001169_A213016-101-xxx_NA_2131.53_TRUE_VAR5_ALK_Flavone. 2.3-dihydro- (1MEOX) MP","Flavone. 2.3-dihydro-"
"M000764_A213017-101-xxx_NA_2131.46_TRUE_VAR5_ALK_Phytol (1TMS) BP","Phytol"
"M001048_A213018-101-xxx_NA_2136.96_TRUE_VAR5_ALK_Kynurenine (4TMS)","Kynurenine"
"M001046_A213019-101-xxx_NA_2131.48_TRUE_VAR5_ALK_Tyrosine. N-acetyl- (2TMS)","Tyrosine. N-acetyl-"
"M000000_A213021-101-xxx_NA_2127.66_PRED_VAR5_ALK_4-Hydroxy-2-methylquinoline_1TMS","4-Hydroxy-2-methylquinoline"
"M000000_A213022-101-xxx_NA_2129.53_PRED_VAR5_ALK_Gamma-Glutamylvaline_2TMS","Gamma-Glutamylvaline"
"M000649_A214001-101-xxx_NA_2135.55_TRUE_VAR5_ALK_Caffeic acid. trans- (3TMS)","Caffeic acid. trans-"
"M000099_A214002-101-xxx_NA_2132.12_TRUE_VAR5_ALK_Guanine (3TMS)","Guanine"
"M000000_A214003-101-xxx_NA_2127.28_PRED_VAR5_ALK_NA","NA"
"M000000_A214004-101-xxx_NA_2137.32_PRED_VAR5_ALK_NA","NA"
"M000484_A214005-101-xxx_NA_2144.58_TRUE_VAR5_ALK_Heptadecanoic acid (1TMS)","Heptadecanoic acid"
"M000000_A214007-101-xxx_NA_2132.66_PRED_VAR5_ALK_NA","NA"
"M000700_A214008-101-xxx_NA_2139.92_TRUE_VAR5_ALK_Glucoheptose (1MEOX) (6TMS) BP","Glucoheptose"
"M000000_A214010-101-xxx_NA_2133.27_PRED_VAR5_ALK_NA","NA"
"M000000_A214011-101-xxx_NA_2133.87_PRED_VAR5_ALK_NA","NA"
"M000000_A214012-101-xxx_NA_2134.07_PRED_VAR5_ALK_similar to Histidine (4TMS)","similar to Histidine"
"M000699_A214015-101-xxx_NA_2149.29_TRUE_VAR5_ALK_Uric acid (3TMS)","Uric acid"
"M001049_A214016-101-xxx_NA_2148.02_TRUE_VAR5_ALK_Octane. 1.8-diamino- (4TMS)","Octane. 1.8-diamino-"
"M001050_A214017-101-xxx_NA_2146.68_TRUE_VAR5_ALK_Indole-3-pyruvic acid (1MEOX) (2TMS) BP","Indole-3-pyruvic acid"
"M001127_A214019-101-xxx_NA_2200_TRUE_VAR5_ALK_Malic acid. 3-oxalo- (1MEOX) (4TMS) BP","Malic acid. 3-oxalo-"
"M000000_A214020-101-xxx_NA_2142.59_PRED_VAR5_ALK_Xylose-1-phosphoric-acid_5TMS","Xylose-1-phosphoric-acid"
"M000704_A215001-101-xxx_NA_2152.83_PRED_VAR5_ALK_Octadecan-1-ol. n- (1TMS)","Octadecan-1-ol. n-"
"M000360_A215002-101-xxx_NA_2145.42_PRED_VAR5_ALK_Calystegine B2 (1MEOX) (5TMS)","Calystegine B2"
"M000039_A215003-101-xxx_NA_2150.05_TRUE_VAR5_ALK_Histidine (4TMS)","Histidine"
"M000647_A215004-101-xxx_NA_2155.63_PRED_VAR5_ALK_Cinnamic acid. 4-amino-. trans- (2TMS)","Cinnamic acid. 4-amino-. trans-"
"M000853_A215005-101-xxx_NA_2151.13_TRUE_VAR5_ALK_Indole-3-lactic acid (2TMS)","Indole-3-lactic acid"
"M001051_A215006-101-xxx_NA_2158.3_TRUE_VAR5_ALK_Leucyl-glycyl-glycine (4TMS)","Leucyl-glycyl-glycine"
"M000000_A215008-101-xxx_NA_2150.47_TRUE_VAR5_ALK_D215058","D215058"
"M000079_A216001-101-xxx_NA_2148.28_TRUE_VAR5_ALK_Noradrenaline (5TMS)","Noradrenaline"
"M000000_A216002-101-xxx_NA_2155.9_PRED_VAR5_ALK_NA","NA"
"M000000_A216003-101-xxx_NA_2147.65_PRED_VAR5_ALK_NA","NA"
"M000000_A216004-101-xxx_NA_2147.35_PRED_VAR5_ALK_NA","NA"
"M000000_A216005-101-xxx_NA_2150.46_PRED_VAR5_ALK_NA","NA"
"M000000_A216006-101-xxx_NA_2152.74_PRED_VAR5_ALK_NA","NA"
"M000185_A216007-101-xxx_NA_2156.58_PRED_VAR5_ALK_Indole-3-butanoic acid. 1H- (1TMS)","Indole-3-butanoic acid. 1H-"
"M000000_A216008-101-xxx_NA_2153.06_PRED_VAR5_ALK_NA","NA"
"M001052_A216012-101-xxx_NA_2167.16_TRUE_VAR5_ALK_Tryptamine. 1-methyl- (2TMS)","Tryptamine. 1-methyl-"
"M001048_A216013-101-xxx_NA_2168.6_TRUE_VAR5_ALK_Kynurenine (2TMS)","Kynurenine"
"M001053_A216014-101-xxx_NA_2161.73_TRUE_VAR5_ALK_Octanoic acid. 3-hydroxy- (2TMS)","Octanoic acid. 3-hydroxy-"
"M000000_A216015-101-xxx_NA_2156.61_PRED_VAR5_ALK_Mannose-1-phosphoric-acid_5TMS","Mannose-1-phosphoric-acid"
"M000022_A217001-101-xxx_NA_2164.16_TRUE_VAR5_ALK_Cystathionine (3TMS)","Cystathionine"
"M000000_A217004-101-xxx_NA_2161.76_PRED_VAR5_ALK_NA","NA"
"M000764_A217006-101-xxx_NA_2170.86_TRUE_VAR5_ALK_Phytol (1TMS) MP","Phytol"
"M000000_A217007-101-xxx_NA_2160.69_PRED_VAR5_ALK_NA","NA"
"M000360_A217008-101-xxx_NA_2157.38_PRED_VAR5_ALK_Calystegine B2 (1MEOX) (5TMS)","Calystegine B2"
"M000000_A217010-101-xxx_NA_2162.63_PRED_VAR5_ALK_NA","NA"
"M000000_A217011-101-xxx_NA_2166.02_PRED_VAR5_ALK_NA","NA"
"M000000_A217012-101-xxx_NA_2167.22_PRED_VAR5_ALK_NA","NA"
"M000000_A217013-101-xxx_NA_2170.74_PRED_VAR5_ALK_NA","NA"
"M000012_A217014-101-xxx_NA_2185.81_TRUE_VAR5_ALK_Tryptophan (1TMS)","Tryptophan"
"M000846_A217015-101-xxx_NA_2174.71_TRUE_VAR5_ALK_3-Indoleacetic acid. 5-methoxy- (2TMS)","3-Indoleacetic acid. 5-methoxy-"
"M001054_A217016-101-xxx_NA_2178.55_TRUE_VAR5_ALK_Tryptamine. 5-methoxy- (2TMS) BP","Tryptamine. 5-methoxy-"
"M000853_A217017-101-xxx_NA_2174.38_TRUE_VAR5_ALK_Indole-3-lactic acid (3TMS)","Indole-3-lactic acid"
"M001172_A217018-101-xxx_NA_2176.05_TRUE_VAR5_ALK_Glyceric acid-2.3-diphosphate (5TMS)","Glyceric acid-2.3-diphosphate"
"M000260_A217019-101-xxx_NA_2170.45_TRUE_VAR5_ALK_Homoserine lactone. N-decanoyl-","Homoserine lactone. N-decanoyl-"
"M000509_A217022-101-xxx_NA_0_FALSE_VAR5_ALK_Fructose-1-phosphate (6TMS) MP","Fructose-1-phosphate"
"M001198_A217023-101-xxx_NA_2177.06_TRUE_VAR5_ALK_Radicamine B (5TMS)","Radicamine B"
"M000000_A217024-101-xxx_NA_2171.47_PRED_VAR5_ALK_Palmitic-acid-amide","Palmitic-acid-amide"
"M000000_A217025-101-xxx_NA_2169.17_PRED_VAR5_ALK_Gamma-Glutamylvaline_3TMS","Gamma-Glutamylvaline"
"M000000_A218001-101-xxx_NA_2172.68_PRED_VAR5_ALK_NA","NA"
"M000834_A218002-101-xxx_NA_2173.41_PRED_VAR5_ALK_Glycerophosphoglycerol (5TMS)","Glycerophosphoglycerol"
"M000000_A218003-101-xxx_NA_2168.56_PRED_VAR5_ALK_NA","NA"
"M000000_A218006-101-xxx_NA_2177.16_PRED_VAR5_ALK_NA","NA"
"M001070_A218008-101-xxx_NA_2215.81_TRUE_VAR5_ALK_Indole-3-acetic acid. 5-hydroxy-. 1H- (3TMS)","Indole-3-acetic acid. 5-hydroxy-. 1H-"
"M001045_A218009-101-xxx_NA_2182_TRUE_VAR5_ALK_Lipoamide. alpha- (1TMS)","Lipoamide. alpha-"
"M001048_A218010-101-xxx_NA_2189.56_TRUE_VAR5_ALK_Kynurenine (3TMS)","Kynurenine"
"M001055_A218011-101-xxx_NA_2183.36_TRUE_VAR5_ALK_2-Naphthoic acid. 1.4-dihydroxy (3TMS)","2-Naphthoic acid. 1.4-dihydroxy"
"M000000_A218014-101-xxx_NA_2178.4_PRED_VAR5_ALK_Gamma-Glutamylleucine_2TMS","Gamma-Glutamylleucine"
"M000000_A219001-101-xxx_NA_2184.43_PRED_VAR5_ALK_NA","NA"
"M000207_A219002-101-xxx_NA_2202.57_TRUE_VAR5_ALK_Glycine. N-cinnamoyl-. trans- (1TMS)","Glycine. N-cinnamoyl-. trans-"
"M000185_A219003-101-xxx_NA_2195.16_PRED_VAR5_ALK_Indole-3-butanoic acid. 1H- (2TMS)","Indole-3-butanoic acid. 1H-"
"M000012_A219006-101-xxx_NA_2202.67_TRUE_VAR5_ALK_Tryptophan (2TMS)","Tryptophan"
"M000870_A219007-101-xxx_NA_2188.76_PRED_VAR5_ALK_Siloxane","Siloxane"
"M000490_A219008-101-xxx_NA_2190.96_PRED_VAR5_ALK_Octadecatrienoic acid. 6.9.12-(Z.Z.Z)-. n- (1TMS)","Octadecatrienoic acid. 6.9.12-(Z.Z.Z)-. n-"
"M001050_A219009-101-xxx_NA_2197.08_TRUE_VAR5_ALK_Indole-3-pyruvic acid (1MEOX) (2TMS) MP","Indole-3-pyruvic acid"
"M001127_A219010-101-xxx_NA_2190.48_TRUE_VAR5_ALK_Malic acid. 3-oxalo- (1MEOX) (4TMS) MP","Malic acid. 3-oxalo-"
"M000000_A219011-101-xxx_NA_2197.95_TRUE_VAR5_ALK_NA","NA"
"M000000_A219012-101-xxx_NA_2190.23_PRED_VAR5_ALK_Unknown#sst-cgl-101","Unknown#sst-cgl-101"
"M000550_A220001-101-xxx_NA_2200_TRUE_VAR5_ALK_Docosane. n-","Docosane. n-"
"M000106_A220002-101-xxx_NA_2193.66_TRUE_VAR5_ALK_Spermidine (4TMS)","Spermidine"
"M000000_A220003-101-xxx_NA_2189.45_PRED_VAR5_ALK_NA","NA"
"M001056_A220006-101-xxx_NA_2207.05_TRUE_VAR5_ALK_Hexadecanoic acid. 3-hydroxy- (2TMS)","Hexadecanoic acid. 3-hydroxy-"
"M001173_A220007-101-xxx_NA_2203.71_TRUE_VAR5_ALK_Cystineamine (4TMS)","Cystineamine"
"M000000_A220009-101-xxx_NA_2201.56_PRED_VAR5_ALK_Unknown#sst-cgl-102","Unknown#sst-cgl-102"
"M000022_A221001-101-xxx_NA_2197.62_TRUE_VAR5_ALK_Cystathionine (4TMS)","Cystathionine"
"M000000_A221002-101-xxx_NA_2206.52_PRED_VAR5_ALK_NA","NA"
"M000488_A221003-101-xxx_NA_2209.91_TRUE_VAR5_ALK_Octadecadienoic acid. 9.12-(Z.Z)- (1TMS)","Octadecadienoic acid. 9.12-(Z.Z)-"
"M000000_A221004-101-xxx_NA_2197.89_PRED_VAR5_ALK_NA","NA"
"M000000_A221010-101-xxx_NA_2201.84_PRED_VAR5_ALK_Octadecanoic acid methyl ester. 9.10-(Z)-methylene-","Octadecanoic acid methyl ester. 9.10-(Z)-methylene-"
"M001057_A221011-101-xxx_NA_2210.86_TRUE_VAR5_ALK_Shikimic acid-3-phosphate (5TMS)","Shikimic acid-3-phosphate"
"M001058_A221012-101-xxx_NA_2216.58_TRUE_VAR5_ALK_Octadecenoic acid. 6-(Z)- (1TMS)","Octadecenoic acid. 6-(Z)-"
"M000000_A221013-101-xxx_NA_2210.48_PRED_VAR5_ALK_Unknown#sst-cgl-103","Unknown#sst-cgl-103"
"M001228_A221017-101-xxx_NA_2210.51_TRUE_VAR5_ALK_Pseudoephedrine glycinamide (3TMS)","Pseudoephedrine glycinamide"
"M000486_A222001-101-xxx_NA_2221.65_TRUE_VAR5_ALK_Octadecenoic acid. 9-(Z)- (1TMS)","Octadecenoic acid. 9-(Z)-"
"M000175_A222002-101-xxx_NA_2233.12_TRUE_VAR5_ALK_Tryptamine (3TMS)","Tryptamine"
"M000491_A222003-101-xxx_NA_2217.41_PRED_VAR5_ALK_Octadecatrienoic acid. 9.12.15-(Z.Z.Z)-. n- (1TMS)","Octadecatrienoic acid. 9.12.15-(Z.Z.Z)-. n-"
"M000551_A222006-101-xxx_NA_2210.49_PRED_VAR5_ALK_Octadecadienoic acid. n- (1TMS)","Octadecadienoic acid. n-"
"M000175_A222007-101-xxx_NA_2224.53_TRUE_VAR5_ALK_Tryptamine (2TMS)","Tryptamine"
"M000000_A222008-101-xxx_NA_2224.48_TRUE_VAR5_ALK_D222462","D222462"
"M000000_A222009-101-xxx_NA_2215.09_PRED_VAR5_ALK_Gamma-Glutamylleucine_3TMS","Gamma-Glutamylleucine"
"M000000_A222010-101-xxx_NA_2218.3_PRED_VAR5_ALK_Unknown#sst-cgl-104","Unknown#sst-cgl-104"
"M000012_A223001-101-xxx_NA_2217.55_TRUE_VAR5_ALK_Tryptophan (3TMS)","Tryptophan"
"M000012_A223002-101-xxx_NA_2214.69_TRUE_VAR5_ALK_Tryptophan (2TMS)","Tryptophan"
"M000487_A223003-101-xxx_NA_2225.44_TRUE_VAR5_ALK_Octadecenoic acid. 9-(E)- (1TMS)","Octadecenoic acid. 9-(E)-"
"M000715_A223004-101-xxx_NA_2233.19_TRUE_VAR5_ALK_Nonadecanoic acid methyl ester","Nonadecanoic acid methyl ester"
"M000000_A223005-101-xxx_NA_2221.51_PRED_VAR5_ALK_NA","NA"
"M000552_A223008-101-xxx_NA_2219.02_PRED_VAR5_ALK_Octadecadienoic acid. n- (1TMS)","Octadecadienoic acid. n-"
"M000553_A223009-101-xxx_NA_2226.44_PRED_VAR5_ALK_Octadecatrienoic acid. n- (1TMS)","Octadecatrienoic acid. n-"
"M000553_A223010-101-xxx_NA_2222.53_PRED_VAR5_ALK_Octadecatrienoic acid. n- (1TMS)","Octadecatrienoic acid. n-"
"M001059_A223012-101-xxx_NA_2235.71_TRUE_VAR5_ALK_Biotin. dethio- (3TMS)","Biotin. dethio-"
"M001060_A223013-101-xxx_NA_2231.37_TRUE_VAR5_ALK_Tyrosine. 3-iodo- (2TMS)","Tyrosine. 3-iodo-"
"M000000_A223015-101-xxx_NA_2231.46_TRUE_VAR5_ALK_D223156","D223156"
"M000000_A224001-101-xxx_NA_2231.6_PRED_VAR5_ALK_NA","NA"
"M000000_A224002-101-xxx_NA_2226.56_PRED_VAR5_ALK_NA","NA"
"M000000_A224006-101-xxx_NA_2245.92_PRED_VAR5_ALK_NA","NA"
"M000168_A224007-101-xxx_NA_2238.31_PRED_VAR5_ALK_Mannose-1-phosphate (6TMS)","Mannose-1-phosphate"
"M001061_A224008-101-xxx_NA_2243.39_TRUE_VAR5_ALK_Tyrosine. 3-nitro- (3TMS)","Tyrosine. 3-nitro-"
"M001060_A224009-101-xxx_NA_2249.55_TRUE_VAR5_ALK_Tyrosine. 3-iodo- (3TMS)","Tyrosine. 3-iodo-"
"M000000_A224010-101-xxx_NA_2234.73_PRED_VAR5_ALK_Palmitic-acid-amide_1TMS","Palmitic-acid-amide"
"M000000_A224011-101-xxx_NA_2243.74_PRED_VAR5_ALK_Unknown#sst-cgl-107","Unknown#sst-cgl-107"
"M001229_A224014-101-xxx_NA_2246.97_TRUE_VAR5_ALK_Glycylglycylglycine (5TMS)","Glycylglycylglycine"
"M000010_A225001-101-xxx_NA_2216.86_TRUE_VAR5_ALK_Sinapic acid. trans- (2TMS)","Sinapic acid. trans-"
"M000485_A225002-101-xxx_NA_2243.45_TRUE_VAR5_ALK_Octadecanoic acid (1TMS)","Octadecanoic acid"
"M000000_A225003-101-xxx_NA_2247.12_PRED_VAR5_ALK_NA","NA"
"M000000_A225004-101-xxx_NA_2246.62_PRED_VAR5_ALK_NA","NA"
"M000709_A225006-101-xxx_NA_2250.6_TRUE_VAR5_ALK_Glucoheptonic acid (7TMS)","Glucoheptonic acid"
"M000000_A225007-101-xxx_NA_2243.29_PRED_VAR5_ALK_NA","NA"
"M000870_A225011-101-xxx_NA_2256.43_PRED_VAR5_ALK_Siloxane","Siloxane"
"M000710_A225012-101-xxx_NA_2114.69_TRUE_VAR5_ALK_Glucoheptonic acid-1.4-lactone (5TMS)","Glucoheptonic acid-1.4-lactone"
"M000000_A225015-101-xxx_NA_2247.55_PRED_VAR5_ALK_Unknown#sst-cgl-108","Unknown#sst-cgl-108"
"M000000_A225016-101-xxx_NA_2252.46_PRED_VAR5_ALK_Unknown#sst-cgl-109","Unknown#sst-cgl-109"
"M000000_A226001-101-xxx_NA_2244.52_PRED_VAR5_ALK_NA","NA"
"M000106_A226002-101-xxx_NA_2251.32_TRUE_VAR5_ALK_Spermidine (5TMS)","Spermidine"
"M000000_A226003-101-xxx_NA_2249.53_PRED_VAR5_ALK_NA","NA"
"M000000_A226004-101-xxx_NA_2243.87_PRED_VAR5_ALK_NA","NA"
"M000000_A226006-101-xxx_NA_2246.02_PRED_VAR5_ALK_NA","NA"
"M000000_A226007-101-xxx_NA_2253.82_PRED_VAR5_ALK_NA","NA"
"M001062_A226010-101-xxx_NA_2262.63_TRUE_VAR5_ALK_Glycyl-phenylalanine (4TMS)","Glycyl-phenylalanine"
"M001063_A226011-101-xxx_NA_2263.37_TRUE_VAR5_ALK_Quinoline-2-carboxylic acid. 4.8-dihydroxy- (3TMS)","Quinoline-2-carboxylic acid. 4.8-dihydroxy-"
"M001064_A226012-101-xxx_NA_2261.12_TRUE_VAR5_ALK_Muramic acid. N-acetyl- (1MEOX) (5TMS) MP","Muramic acid. N-acetyl-"
"M001196_A226013-101-xxx_NA_2264.53_TRUE_VAR5_ALK_Radicamine A (5TMS)","Radicamine A"
"M000000_A226014-101-xxx_NA_2265.6_TRUE_VAR5_ALK_D226501","D226501"
"M000000_A226015-101-xxx_NA_2254.66_PRED_VAR5_ALK_Unknown#sst-cgl-A16","Unknown#sst-cgl-A16"
"M000000_A227001-101-xxx_NA_2259.04_PRED_VAR5_ALK_NA","NA"
"M000554_A227004-101-xxx_NA_2259.24_PRED_VAR5_ALK_Octadecadienoic acid. n- (1TMS)","Octadecadienoic acid. n-"
"M001064_A227005-101-xxx_NA_2277.4_TRUE_VAR5_ALK_Muramic acid. N-acetyl- (1MEOX) (5TMS) BP","Muramic acid. N-acetyl-"
"M001064_A227006-101-xxx_NA_2276.07_TRUE_VAR5_ALK_Muramic acid. N-acetyl- (1MEOX) (4TMS) MP","Muramic acid. N-acetyl-"
"M001065_A227007-101-xxx_NA_2276.42_TRUE_VAR5_ALK_Flavone","Flavone"
"M000000_A227008-101-xxx_NA_2271.06_TRUE_VAR5_ALK_NA227008","NA227008"
"M000000_A227009-101-xxx_NA_2273.25_TRUE_VAR5_ALK_D227284","D227284"
"M000000_A227010-101-xxx_NA_2270.38_PRED_VAR5_ALK_Unknown#sst-cgl-110","Unknown#sst-cgl-110"
"M000000_A228001-101-xxx_NA_2265.18_PRED_VAR5_ALK_NA","NA"
"M000000_A228006-101-xxx_NA_0_FALSE_VAR5_ALK_NA","NA"
"M000358_A228007-101-xxx_NA_2220.17_TRUE_VAR5_ALK_Abscisic acid (1MEOX) (1TMS) BP","Abscisic acid"
"M000358_A228008-101-xxx_NA_2242.42_TRUE_VAR5_ALK_Abscisic acid (1MEOX) (1TMS) MP","Abscisic acid"
"M000000_A228009-101-xxx_NA_0_FALSE_VAR5_ALK_NA","NA"
"M000530_A228011-101-xxx_NA_2282.49_PRED_VAR5_ALK_Tetradecane-1.14-dioic acid (2TMS)","Tetradecane-1.14-dioic acid"
"M001064_A228013-101-xxx_NA_2282.35_TRUE_VAR5_ALK_Muramic acid. N-acetyl- (1MEOX) (4TMS) BP","Muramic acid. N-acetyl-"
"M000000_A228014-101-xxx_NA_2285.27_TRUE_VAR5_ALK_D228685","D228685"
"M000000_A228015-101-xxx_NA_2276.99_PRED_VAR5_ALK_Unknown#sst-cgl-111","Unknown#sst-cgl-111"
"M000000_A228016-101-xxx_NA_2278.29_PRED_VAR5_ALK_Unknown#sst-cgl-112","Unknown#sst-cgl-112"
"M000000_A229001-101-xxx_NA_2283.21_PRED_VAR5_ALK_NA229001","NA229001"
"M000000_A229003-101-xxx_NA_2288.23_PRED_VAR5_ALK_NA","NA"
"M001066_A229004-101-xxx_NA_2294.18_TRUE_VAR5_ALK_Hyoscyamine (1TMS)","Hyoscyamine"
"M000000_A229006-101-xxx_NA_2290.3_PRED_VAR5_ALK_Unknown#sst-cgl-114","Unknown#sst-cgl-114"
"M000000_A230001-101-xxx_NA_2277.83_PRED_VAR5_ALK_NA","NA"
"M000000_A230002-101-xxx_NA_2290.05_PRED_VAR5_ALK_NA","NA"
"M000509_A230003-101-xxx_NA_2282.83_TRUE_VAR5_ALK_Fructose-1-phosphate (1MEOX) (6TMS) MP","Fructose-1-phosphate"
"M000556_A230004-101-xxx_NA_2301.6_PRED_VAR5_ALK_Tricosane. n-","Tricosane. n-"
"M000000_A230012-101-xxx_NA_2301.22_TRUE_VAR5_ALK_D230150","D230150"
"M000000_A230013-101-xxx_NA_2303.52_PRED_VAR5_ALK_Glucose-1-phosphoric-acid_6TMS","Glucose-1-phosphoric-acid"
"M000711_A231001-101-xxx_NA_2294.95_TRUE_VAR5_ALK_Mannose-6-phosphate (1MEOX) (6TMS) MP","Mannose-6-phosphate"
"M000000_A231002-101-xxx_NA_2298.8_PRED_VAR5_ALK_similar to Glycerolaldopyranosid (6TMS)","similar to Glycerolaldopyranosid"
"M000557_A231003-101-xxx_NA_2213.18_PRED_VAR5_ALK_Octadecadienoic acid. n- (1TMS)","Octadecadienoic acid. n-"
"M000000_A231004-101-xxx_NA_2302.37_PRED_VAR5_ALK_NA","NA"
"M000767_A231007-101-xxx_NA_2312.19_PRED_VAR5_ALK_Eicosenoic acid methyl ester. 11-(Z)-","Eicosenoic acid methyl ester. 11-(Z)-"
"M000259_A231008-101-xxx_NA_2316.92_TRUE_VAR5_ALK_Homoserine lactone. N-dodecanoyl- (1TMS)","Homoserine lactone. N-dodecanoyl-"
"M000000_A231009-101-xxx_NA_2310.72_TRUE_VAR5_ALK_NA","NA"
"M000712_A232001-101-xxx_NA_2316.45_TRUE_VAR5_ALK_Galactose-6-phosphate (1MEOX) (6TMS) MP","Galactose-6-phosphate"
"M000510_A232002-101-xxx_NA_2292.48_TRUE_VAR5_ALK_Fructose-6-phosphate (1MEOX) (6TMS) MP","Fructose-6-phosphate"
"M000746_A232005-101-xxx_NA_2360.9_PRED_VAR5_ALK_Eicosan-1-ol. n- (1TMS)","Eicosan-1-ol. n-"
"M000510_A232010-101-xxx_NA_2294.36_PRED_VAR5_ALK_Fructose-6-phosphate (1MEOX) (6TMS) BP (Derivate not found)","Fructose-6-phosphate"
"M000077_A232011-101-xxx_NA_2288.27_TRUE_VAR5_ALK_Gluconic acid-6-phosphate [-H2O] (5TMS)","Gluconic acid-6-phosphate"
"M001067_A232012-101-xxx_NA_2324.57_TRUE_VAR5_ALK_Flavone. 3-hydroxy- (1TMS)","Flavone. 3-hydroxy-"
"M001169_A232013-101-xxx_NA_2131.53_TRUE_VAR5_ALK_Flavone. 2.3-dihydro- (1MEOX) BP","Flavone. 2.3-dihydro-"
"M001174_A232014-101-xxx_NA_2376.58_TRUE_VAR5_ALK_Galacturonic acid-1-phosphate (6TMS)","Galacturonic acid-1-phosphate"
"M001229_A232015-101-xxx_NA_2323.8_TRUE_VAR5_ALK_Glycylglycylglycine (4TMS)","Glycylglycylglycine"
"M000711_A233001-101-xxx_NA_2313.44_TRUE_VAR5_ALK_Mannose-6-phosphate (1MEOX) (6TMS) BP","Mannose-6-phosphate"
"M000513_A233002-101-xxx_NA_2307.34_TRUE_VAR5_ALK_Glucose-6-phosphate (1MEOX) (6TMS) MP","Glucose-6-phosphate"
"M000870_A233004-101-xxx_NA_2332.66_PRED_VAR5_ALK_Siloxane","Siloxane"
"M000000_A233005-101-xxx_NA_2326.5_PRED_VAR5_ALK_Unknown#sst-cgl-116","Unknown#sst-cgl-116"
"M000000_A234001-101-xxx_NA_2324.95_PRED_VAR5_ALK_NA","NA"
"M000000_A234002-101-xxx_NA_2336.43_PRED_VAR5_ALK_NA","NA"
"M000000_A234005-101-xxx_NA_2339.57_PRED_VAR5_ALK_NA","NA"
"M000000_A234006-101-xxx_NA_2337.07_PRED_VAR5_ALK_NA","NA"
"M000712_A235001-101-xxx_NA_2416.46_TRUE_VAR5_ALK_Galactose-6-phosphate (1MEOX) (6TMS) BP","Galactose-6-phosphate"
"M000513_A235002-101-xxx_NA_2328.97_TRUE_VAR5_ALK_Glucose-6-phosphate (1MEOX) (6TMS) BP","Glucose-6-phosphate"
"M000492_A235003-101-xxx_NA_2351.67_TRUE_VAR5_ALK_Nonadecanoic acid (1TMS)","Nonadecanoic acid"
"M000714_A235004-101-xxx_NA_2342.06_TRUE_VAR5_ALK_Eicosanoic acid methyl ester (FAME MIX)","Eicosanoic acid methyl ester"
"M000000_A235007-101-xxx_NA_2322.67_PRED_VAR5_ALK_NA","NA"
"M000000_A235008-101-xxx_NA_2353.44_TRUE_VAR5_ALK_D235202","D235202"
"M000000_A235009-101-xxx_NA_2353.49_PRED_VAR5_ALK_Unknown#sst-cgl-A08","Unknown#sst-cgl-A08"
"M000000_A236001-101-xxx_NA_2353.1_PRED_VAR5_ALK_NA","NA"
"M000000_A236003-101-xxx_NA_2347.29_PRED_VAR5_ALK_NA","NA"
"M000000_A236005-101-xxx_NA_2360.28_PRED_VAR5_ALK_NA","NA"
"M000203_A236007-101-xxx_NA_2357.42_PRED_VAR5_ALK_Decylplastodihydroquinone (2TMS)","Decylplastodihydroquinone"
"M000203_A236008-101-xxx_NA_2363.23_PRED_VAR5_ALK_Decylplastoquinone (2TMS)","Decylplastoquinone"
"M000771_A236009-101-xxx_NA_2346.1_TRUE_VAR5_ALK_Glucose-6-phosphate. 2-amino-2-deoxy- (1MEOX) (6TMS) MP","Glucose-6-phosphate. 2-amino-2-deoxy-"
"M000771_A236010-101-xxx_NA_2358.48_TRUE_VAR5_ALK_Glucose-6-phosphate. 2-amino-2-deoxy- (1MEOX) (6TMS) BP","Glucose-6-phosphate. 2-amino-2-deoxy-"
"M001062_A236011-101-xxx_NA_2363.42_TRUE_VAR5_ALK_Glycyl-phenylalanine (3TMS)","Glycyl-phenylalanine"
"M001068_A236012-101-xxx_NA_2364.04_TRUE_VAR5_ALK_Stilbene. 3.5-dihydroxy-.  trans- (2TMS)","Stilbene. 3.5-dihydroxy-.  trans-"
"M001069_A236013-101-xxx_NA_2360.32_TRUE_VAR5_ALK_Pyridoxal-5-monophosphate (1MEOX) (3TMS) MP","Pyridoxal-5-monophosphate"
"M000000_A236015-101-xxx_NA_2360.48_PRED_VAR5_ALK_Unknown#sst-cgl-117","Unknown#sst-cgl-117"
"M000000_A237001-101-xxx_NA_2361.83_PRED_VAR5_ALK_NA","NA"
"M000000_A237002-101-xxx_NA_2362.58_PRED_VAR5_ALK_NA","NA"
