"","Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"1725","Oleic-acid-amide","NA","NA","NA","NA","NA","NA","NA","0"
"1726","Glycylglycylglycine","Glycylglycylglycine","HMDB0029419","11161","63961","",NA,"C(C(=O)NCC(=O)NCC(=O)O)N","1"
"1727","Sorbitol-6-phosphate","Sorbitol-6-phosphate","HMDB0005831","618","743019","C00644",NA,"C(C(C(C(C(COP(=O)(O)O)O)O)O)O)O","1"
"1728","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1729","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1730","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1731","Melatonin","Melatonin","HMDB0001389","896","16796","C01598","73","CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC","1"
"1732","Eicosatetraenoic acid. 5.8.11.14-(Z.Z.Z.Z)-","NA","NA","NA","NA","NA","NA","NA","0"
"1733","Eicosapentaenoic acid. 5.8.11.14.17-(Z.Z.Z.Z.Z)-. n-","NA","NA","NA","NA","NA","NA","NA","0"
"1734","Unknown#sst-cgl-A09","NA","NA","NA","NA","NA","NA","NA","0"
"1735","Glucose-6-phosphate","Glucose 6-phosphate","HMDB0001401","5958","4170","C00668","145","C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)OP(=O)(O)O","1"
"1736","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1737","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1738","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1739","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1740","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1741","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1742","Glucose-6-phosphate. 2-amino-2-deoxy-","NA","NA","NA","NA","NA","NA","NA","0"
"1743","Tryptophan. N-acetyl-","NA","NA","NA","NA","NA","NA","NA","0"
"1744","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1745","Tetracosane. n-","NA","NA","NA","NA","NA","NA","NA","0"
"1746","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1747","Xylobiose. D-   1","NA","NA","NA","NA","NA","NA","NA","0"
"1748","Siloxane","NA","NA","NA","NA","NA","NA","NA","0"
"1749","Senecionine","NA","NA","NA","NA","NA","NA","NA","0"
"1750","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1751","Cystine","L-Cystine","HMDB0000192","67678","16283","C00491","5207","C([C@@H](C(=O)O)N)SSC[C@@H](C(=O)O)N","1"
"1752","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1753","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1754","Resveratrol. cis-","NA","NA","NA","NA","NA","NA","NA","0"
"1755","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1756","Indole-2-carboxylic acid. 5-hydroxy-","NA","NA","NA","NA","NA","NA","NA","0"
"1757","Ethylenediaminetetraacetic acid","Edetic Acid","HMDB0015109","6049",NA,"C00284",NA,"C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O","1"
"1758","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1759","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1760","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1761","Xylobiose. D-   2","NA","NA","NA","NA","NA","NA","NA","0"
"1762","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1763","Thymidine","Thymidine","HMDB0000273","5789","17748","C00214","3375","CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O","1"
"1764","Scopolamine","Scopolamine","HMDB0003573",NA,"16794","C01851","3433","CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1","1"
"1765","myo-Inositol-1-phosphate","Myo-inositol 1-phosphate","HMDB0000213",NA,"18169","C04006","5223","O[C@H]1[C@H](O)[C@H](O)[C@H](OP(O)(O)=O)[C@@H](O)[C@@H]1O","1"
"1766","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1767","Inositol-2-phosphate. myo-","NA","NA","NA","NA","NA","NA","NA","0"
"1768","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1769","Abietic acid","NA","NA","NA","NA","NA","NA","NA","0"
"1770","Porphobilinogen","Porphobilinogen","HMDB0000245","1021","17381","C00931","76","C1=C(C(=C(N1)CN)CC(=O)O)CCC(=O)O","1"
"1771","Tryptamine. N-acetyl-5-hydroxy-","NA","NA","NA","NA","NA","NA","NA","0"
"1772","Gluconic acid-6-phosphate","6-Phosphogluconic acid","HMDB0001316","91493","48928","C00345","367","C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)OP(=O)(O)O","1"
"1773","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1774","Purine. 6-benzylamino-","NA","NA","NA","NA","NA","NA","NA","0"
"1775","Nivalenol","Nivalenol","HMDB0004304","440908",NA,"C06080","7047","CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3([C@@H]([C@H]([C@H]([C@]34CO4)O2)O)O)C)CO","1"
"1776","Tryptophan. 5-hydroxy-","NA","NA","NA","NA","NA","NA","NA","0"
"1777","NA244010","NA","NA","NA","NA","NA","NA","NA","0"
"1778","Eicosanoic acid","Arachidic acid","HMDB0002212","10467","28822","C06425","401","CCCCCCCCCCCCCCCCCCCC(=O)O","1"
"1779","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1780","Heneicosanoic acid methylester","NA","NA","NA","NA","NA","NA","NA","0"
"1781","Neuraminic acid. N-acetyl-","NA","NA","NA","NA","NA","NA","NA","0"
"1782","Tryptophan. 5-hydroxy-","NA","NA","NA","NA","NA","NA","NA","0"
"1783","Uridine. 2'-deoxy-","NA","NA","NA","NA","NA","NA","NA","0"
"1784","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1785","D245834","NA","NA","NA","NA","NA","NA","NA","0"
"1786","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1787","Uridine","Uridine","HMDB0000296","6029","16704","C00299","90","C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O","1"
"1788","Saccharopine","Saccharopine","HMDB0000279","160556","16927","C00449","383","C(CCN[C@@H](CCC(=O)O)C(=O)O)C[C@@H](C(=O)O)N","1"
"1789","Sphingosine","Sphingosine","HMDB0000252","5353955","16393","C00319","392","CCCCCCCCCCCCC/C=C/C(C(CO)N)O","1"
"1790","Tryptophan. N-acetyl-","NA","NA","NA","NA","NA","NA","NA","0"
"1791","Tryptophan. 5-hydroxy-","NA","NA","NA","NA","NA","NA","NA","0"
"1792","Tryptamine. 5-methoxy-","NA","NA","NA","NA","NA","NA","NA","0"
"1793","Senecionine","NA","NA","NA","NA","NA","NA","NA","0"
"1794","Dihydrosphingosine","Sphinganine","HMDB0000269","91486","16566","C00836","5268","CCCCCCCCCCCCCCC[C@H]([C@H](CO)N)O","1"
"1795","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1796","NA246015","NA","NA","NA","NA","NA","NA","NA","0"
"1797","RL-1","NA","NA","NA","NA","NA","NA","NA","0"
"1798","Inositol-2-phosphate. myo-","NA","NA","NA","NA","NA","NA","NA","0"
"1799","Uridine","Uridine","HMDB0000296","6029","16704","C00299","90","C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O","1"
"1800","Siloxane","NA","NA","NA","NA","NA","NA","NA","0"
"1801","Spermidine","Spermidine","HMDB0001257","1102","16610","C00315","254","C(CCNCCCN)CN","1"
"1802","Heneicosan-1-ol. n-","NA","NA","NA","NA","NA","NA","NA","0"
"1803","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1804","Tryptamine. 5-hydroxy-","NA","NA","NA","NA","NA","NA","NA","0"
"1805","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1806","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1807","Uridine. 2'-deoxy-","NA","NA","NA","NA","NA","NA","NA","0"
"1808","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1809","Inositol-1-phosphate. myo-","NA","NA","NA","NA","NA","NA","NA","0"
"1810","Inositol-2-phosphate. myo-","NA","NA","NA","NA","NA","NA","NA","0"
"1811","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1812","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1813","Thymidine","Thymidine","HMDB0000273","5789","17748","C00214","3375","CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O","1"
"1814","Biotin","Biotin","HMDB0000030","171548","15956","C00120","243","C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2","1"
"1815","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1816","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1817","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1818","Pentacosane. n-","NA","NA","NA","NA","NA","NA","NA","0"
"1819","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1820","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1821","Alanine. N-(3-indolylacetyl)-","NA","NA","NA","NA","NA","NA","NA","0"
"1822","Dihydrosphingosine","Sphinganine","HMDB0000269","91486","16566","C00836","5268","CCCCCCCCCCCCCCC[C@H]([C@H](CO)N)O","1"
"1823","Aziridine. N-dansyl-","NA","NA","NA","NA","NA","NA","NA","0"
"1824","Biopterin. 5.6.7.8-tetrahydro-","NA","NA","NA","NA","NA","NA","NA","0"
"1825","Tryptamine. N-acetyl-5-hydroxy-","NA","NA","NA","NA","NA","NA","NA","0"
"1826","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1827","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1828","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1829","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1830","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1831","Purine. 6-benzylamino-","NA","NA","NA","NA","NA","NA","NA","0"
"1832","beta-Galactopyranosyl-1.3-arabinose. D-","NA","NA","NA","NA","NA","NA","NA","0"
"1833","D251507","NA","NA","NA","NA","NA","NA","NA","0"
"1834","Tryptamine. 5-hydroxy-","NA","NA","NA","NA","NA","NA","NA","0"
"1835","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1836","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1837","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1838","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1839","Docosenoic acid methyl ester. 13-(Z)-","NA","NA","NA","NA","NA","NA","NA","0"
"1840","Homoserine lactone. N-tetradecanoyl-","NA","NA","NA","NA","NA","NA","NA","0"
"1841","14|0_8|0_Mycolic_acid","NA","NA","NA","NA","NA","NA","NA","0"
"1842","Siloxane","NA","NA","NA","NA","NA","NA","NA","0"
"1843","Saccharopine","Saccharopine","HMDB0000279","160556","16927","C00449","383","C(CCN[C@@H](CCC(=O)O)C(=O)O)C[C@@H](C(=O)O)N","1"
"1844","Melatonin. 6-hydroxy-","NA","NA","NA","NA","NA","NA","NA","0"
"1845","Homocystine","DL-Homocystine","HMDB0000575","10010","17485","C01817","5557","C(CSSCCC(C(=O)O)N)C(C(=O)O)N","1"
"1846","Piceatannol","3,3',4'5-Tetrahydroxystilbene","HMDB0004215","667639","28814","C05901",NA,"C1=CC(=C(C=C1/C=C/C2=CC(=CC(=C2)O)O)O)O","1"
"1847","1-O-Benzoyl-beta-D-glucoside","NA","NA","NA","NA","NA","NA","NA","0"
"1848","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1849","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1850","Docosanoic acid methyl ester","NA","NA","NA","NA","NA","NA","NA","0"
"1851","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1852","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1853","Salicin","Salicin","HMDB0003546","439503","17814","C01451","6948","C1=CC=C(C(=C1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O","1"
"1854","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1855","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1856","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1857","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1858","beta-Alanyl-lysine","NA","NA","NA","NA","NA","NA","NA","0"
"1859","Heneicosanoic acid","Heneicosanoic acid","HMDB0002345","16898","39248","","4208","CCCCCCCCCCCCCCCCCCCCC(=O)O","1"
"1860","D255065","NA","NA","NA","NA","NA","NA","NA","0"
"1861","D255515","NA","NA","NA","NA","NA","NA","NA","0"
"1862","Unknown#sst-cgl-119","NA","NA","NA","NA","NA","NA","NA","0"
"1863","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1864","Docosan-1-ol. n-","NA","NA","NA","NA","NA","NA","NA","0"
"1865","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1866","Androstan-17-one. 3alpha-hydroxy-. 5alpha-","NA","NA","NA","NA","NA","NA","NA","0"
"1867","Neopterin. 7.8-dihydro-","NA","NA","NA","NA","NA","NA","NA","0"
"1868","D256464","NA","NA","NA","NA","NA","NA","NA","0"
"1869","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1870","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1871","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1872","Docosahexaenoic acid. 4.7.10.13.16.19-(Z.Z.Z.Z.Z.Z)-","NA","NA","NA","NA","NA","NA","NA","0"
"1873","Salicylaldehyde-beta-D-glucopyranoside","NA","NA","NA","NA","NA","NA","NA","0"
"1874","Salicylaldehyde-beta-D-glucopyranoside","NA","NA","NA","NA","NA","NA","NA","0"
"1875","Senecionine  2","NA","NA","NA","NA","NA","NA","NA","0"
"1876","Cytidine-2'.3'-cyclic-monophosphate","NA","NA","NA","NA","NA","NA","NA","0"
"1877","D262250","NA","NA","NA","NA","NA","NA","NA","0"
"1878","D257756","NA","NA","NA","NA","NA","NA","NA","0"
"1879","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1880","4-Hydroxyphenyl-beta-glucopyranoside","NA","NA","NA","NA","NA","NA","NA","0"
"1881","Salicylic acid-glucopyranoside","NA","NA","NA","NA","NA","NA","NA","0"
"1882","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1883","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1884","Gibberellin A20","Gibberellin A20","METPA0241",NA,NA,"C02035",NA,NA,"1"
"1885","Inosine. 2'-deoxy-","NA","NA","NA","NA","NA","NA","NA","0"
"1886","NA259001","NA","NA","NA","NA","NA","NA","NA","0"
"1887","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1888","Nicotianamine","NA","NA","NA","NA","NA","NA","NA","0"
"1889","Inosine","Inosine","HMDB0000195","6021","17596","C00294","84","C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O","1"
"1890","Testosterone","Testosterone","HMDB0000234","6013","17347","C00535","390","C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C","1"
"1891","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1892","Siloxane","NA","NA","NA","NA","NA","NA","NA","0"
"1893","Testosterone","Testosterone","HMDB0000234","6013","17347","C00535","390","C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C","1"
"1894","Hexacosane. n-","NA","NA","NA","NA","NA","NA","NA","0"
"1895","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1896","D260482","NA","NA","NA","NA","NA","NA","NA","0"
"1897","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1898","Adenosine","Adenosine","HMDB0000050","60961","16335","C00212","86","C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O","1"
"1899","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1900","Androstan-17-one. 3alpha-hydroxy-. 5alpha-","NA","NA","NA","NA","NA","NA","NA","0"
"1901","Homoserine lactone. N-tetradecanoyl-","NA","NA","NA","NA","NA","NA","NA","0"
"1902","Neoabietic acid","NA","NA","NA","NA","NA","NA","NA","0"
"1903","Lactulose","Lactulose","HMDB0000740","11333","6359","C07064","916","C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@]([C@H]2O)(CO)O)CO)O)O)O)O","1"
"1904","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1905","Tyrosine. 3.5-diiodo-","NA","NA","NA","NA","NA","NA","NA","0"
"1906","Etiocholan-17alpha-ol-3-one","NA","NA","NA","NA","NA","NA","NA","0"
"1907","Docosenoic acid. 13-(Z)-","NA","NA","NA","NA","NA","NA","NA","0"
"1908","D262752","NA","NA","NA","NA","NA","NA","NA","0"
"1909","Androst-5-en-17-one. 3beta-hydroxy-","NA","NA","NA","NA","NA","NA","NA","0"
"1910","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1911","Neuraminic acid. N-acetyl-","NA","NA","NA","NA","NA","NA","NA","0"
"1912","Androst-5-en-17-one. 3beta-hydroxy-","NA","NA","NA","NA","NA","NA","NA","0"
"1913","Adenosine. 2'-deoxy-","NA","NA","NA","NA","NA","NA","NA","0"
"1914","Gibberellin A7","NA","NA","NA","NA","NA","NA","NA","0"
"1915","Unknown#sst-cgl-121","NA","NA","NA","NA","NA","NA","NA","0"
"1916","Sucrose","Sucrose","HMDB0000258","5988","17992","C00089","137","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O","1"
"1917","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1918","Tricosanoic acid methyl ester. n-","NA","NA","NA","NA","NA","NA","NA","0"
"1919","Senecionine  1","NA","NA","NA","NA","NA","NA","NA","0"
"1920","Lactose_18TMS","NA","NA","NA","NA","NA","NA","NA","0"
"1921","Docosanoic acid","Behenic acid","HMDB0000944","8215","28941","C08281","260","CCCCCCCCCCCCCCCCCCCCCC(=O)O","1"
"1922","Androst-5-ene. 3beta.17beta-dihydroxy-","NA","NA","NA","NA","NA","NA","NA","0"
"1923","beta-D-Fructofuranosyl-(2.1)-beta-D-Fructofuranose","NA","NA","NA","NA","NA","NA","NA","0"
"1924","Gibberellin A4","Gibberellin A4","METPA1645",NA,NA,"C11864",NA,NA,"1"
"1925","Prostaglandin A2","Prostaglandin A2","HMDB0002752","5280880","27820","C05953","3465","CCCCC[C@@H](/C=C/[C@H]1C=CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O","1"
"1926","Neopterin. 7.8-dihydro-","NA","NA","NA","NA","NA","NA","NA","0"
"1927","D270620","NA","NA","NA","NA","NA","NA","NA","0"
"1928","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1929","Xanthosine","Xanthosine","HMDB0000299","64959","18107","C01762","3408","C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)NC2=O","1"
"1930","Siloxane","NA","NA","NA","NA","NA","NA","NA","0"
"1931","Neuraminic acid. N-acetyl-","NA","NA","NA","NA","NA","NA","NA","0"
"1932","Spermine","Spermine","HMDB0001256","1103","15746","C00750","255","C(CCNCCCN)CNCCCN","1"
"1933","Gibberellin A7","NA","NA","NA","NA","NA","NA","NA","0"
"1934","Lactose_28TMS","NA","NA","NA","NA","NA","NA","NA","0"
"1935","Unknown#sst-cgl-122","NA","NA","NA","NA","NA","NA","NA","0"
"1936","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1937","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1938","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1939","beta-D-Fructofuranosyl-(2.1)-beta-D-Fructofuranose","NA","NA","NA","NA","NA","NA","NA","0"
"1940","Estradiol. 17alpha-","NA","NA","NA","NA","NA","NA","NA","0"
"1941","Lumichrome","Lumichrome","METPA0216",NA,NA,"C01727",NA,NA,"1"
"1942","Fructose-1.6-diphosphate","NA","NA","NA","NA","NA","NA","NA","0"
"1943","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1944","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1945","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1946","Glyceric acid-1.3-diphosphate","NA","NA","NA","NA","NA","NA","NA","0"
"1947","alpha-D-Mannopyranosyl-(1.2)-D-mannopyranose","NA","NA","NA","NA","NA","NA","NA","0"
"1948","Etiocholan-17beta-ol-3-one","NA","NA","NA","NA","NA","NA","NA","0"
"1949","Lactose. alpha-","NA","NA","NA","NA","NA","NA","NA","0"
"1950","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1951","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1952","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1953","Lactulose","Lactulose","HMDB0000740","11333","6359","C07064","916","C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@]([C@H]2O)(CO)O)CO)O)O)O)O","1"
"1954","Cellobiose. D-","NA","NA","NA","NA","NA","NA","NA","0"
"1955","Estradiol. 17beta-","NA","NA","NA","NA","NA","NA","NA","0"
"1956","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1957","Estrone","Estrone","HMDB0000145","5870","17263","C00468","264","C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O","1"
"1958","Cytidine","Cytidine","HMDB0000089","6175","17562","C00475","3376","C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O","1"
"1959","Ajmaline","Ajmaline","HMDB0015495","441080","28462","C06542",NA,"CC[C@H]1[C@@H]2C[C@H]3[C@H]4[C@@]5(C[C@@H](C2[C@H]5O)N3[C@@H]1O)C6=CC=CC=C6N4C","1"
"1960","D274650","NA","NA","NA","NA","NA","NA","NA","0"
"1961","NA269016","NA","NA","NA","NA","NA","NA","NA","0"
"1962","Lactose_1_xTMS","NA","NA","NA","NA","NA","NA","NA","0"
"1963","Heptacosane. n-","NA","NA","NA","NA","NA","NA","NA","0"
"1964","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1965","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1966","Aspartic acid. N-(3-indolylacetyl)-","NA","NA","NA","NA","NA","NA","NA","0"
"1967","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1968","Prostaglandin A2","Prostaglandin A2","HMDB0002752","5280880","27820","C05953","3465","CCCCC[C@@H](/C=C/[C@H]1C=CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O","1"
"1969","D270080","NA","NA","NA","NA","NA","NA","NA","0"
"1970","Lactose. alpha-","NA","NA","NA","NA","NA","NA","NA","0"
"1971","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1972","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1973","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1974","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1975","Siloxane","NA","NA","NA","NA","NA","NA","NA","0"
"1976","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1977","Aspartic acid. N-(3-indolylacetyl)-","NA","NA","NA","NA","NA","NA","NA","0"
"1978","Fructose-2.6-diphosphate","NA","NA","NA","NA","NA","NA","NA","0"
"1979","Fructose-2.6-diphosphate","NA","NA","NA","NA","NA","NA","NA","0"
"1980","Zeatin. trans-","NA","NA","NA","NA","NA","NA","NA","0"
"1981","Lactose_2_xTMS","NA","NA","NA","NA","NA","NA","NA","0"
"1982","Turanose","Turanose","HMDB0011740","5460935","32528","C19636",NA,"C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]([C@@H]([C@@H](CO)O)O)C(=O)CO)O)O)O)O","1"
"1983","18|0_6|0_Mycolic_acid","NA","NA","NA","NA","NA","NA","NA","0"
"1984","Fructose-1.6-diphosphate","NA","NA","NA","NA","NA","NA","NA","0"
"1985","Fructose-1.6-diphosphate","NA","NA","NA","NA","NA","NA","NA","0"
"1986","Spermine","Spermine","HMDB0001256","1103","15746","C00750","255","C(CCNCCCN)CNCCCN","1"
"1987","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1988","Cytidine","Cytidine","HMDB0000089","6175","17562","C00475","3376","C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O","1"
"1989","Cellobiose. D-","NA","NA","NA","NA","NA","NA","NA","0"
"1990","Laminaribiose","NA","NA","NA","NA","NA","NA","NA","0"
"1991","Testosterone","Testosterone","HMDB0000234","6013","17347","C00535","390","C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C","1"
"1992","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1993","NA272011","NA","NA","NA","NA","NA","NA","NA","0"
"1994","2-Monooleoylglycerol","MG(0:0/18:1(9Z)/0:0)","HMDB0011537","5319879",NA,"",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC(CO)CO","1"
"1995","Adenosine. alpha-","NA","NA","NA","NA","NA","NA","NA","0"
"1996","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1997","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1998","NA","NA","NA","NA","NA","NA","NA","NA","0"
"1999","Resveratrol. trans-","NA","NA","NA","NA","NA","NA","NA","0"
"2000","Testosterone","Testosterone","HMDB0000234","6013","17347","C00535","390","C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C","1"
"2001","NA","NA","NA","NA","NA","NA","NA","NA","0"
"2002","NA","NA","NA","NA","NA","NA","NA","NA","0"
"2003","NA","NA","NA","NA","NA","NA","NA","NA","0"
"2004","Estrone","Estrone","HMDB0000145","5870","17263","C00468","264","C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O","1"
"2005","Ajmaline","Ajmaline","HMDB0015495","441080","28462","C06542",NA,"CC[C@H]1[C@@H]2C[C@H]3[C@H]4[C@@]5(C[C@@H](C2[C@H]5O)N3[C@@H]1O)C6=CC=CC=C6N4C","1"
"2006","Estrone","Estrone","HMDB0000145","5870","17263","C00468","264","C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O","1"
"2007","D273864","NA","NA","NA","NA","NA","NA","NA","0"
"2008","D273330","NA","NA","NA","NA","NA","NA","NA","0"
"2009","Lactulose_28TMS","NA","NA","NA","NA","NA","NA","NA","0"
"2010","Maltose","D-Maltose","HMDB0000163","10991489","47937","C00208","413","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@H]([C@H]2O)O)O)CO)O)O)O)O","1"
"2011","Trehalose. alpha.alpha'-. D-","NA","NA","NA","NA","NA","NA","NA","0"
"2012","NA","NA","NA","NA","NA","NA","NA","NA","0"
"2013","NA","NA","NA","NA","NA","NA","NA","NA","0"
"2014","Turanose","Turanose","HMDB0011740","5460935","32528","C19636",NA,"C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]([C@@H]([C@@H](CO)O)O)C(=O)CO)O)O)O)O","1"
"2015","Tricosanoic acid. n-","NA","NA","NA","NA","NA","NA","NA","0"
"2016","Tetracosanoic acid methyl ester","NA","NA","NA","NA","NA","NA","NA","0"
"2017","Trehalose. alpha.beta-","NA","NA","NA","NA","NA","NA","NA","0"
"2018","beta-Alanyl-histidine","NA","NA","NA","NA","NA","NA","NA","0"
